ORIGEM;DESTINO;PARTIDA;CHEGADA;DURAÇÃO;;
SBSG;SAEZ;15:50;21:40;05:50;;
SBSG;SBBR;17:10;20:00;02:50;;
SBSG;SBGR;04:50;08:10;03:20;;
SBSG;SBSP;04:50;08:20;03:30;;
SBSG;SBSV;12:05;13:45;01:40;;
SBSG;SBBR;17:10;19:55;02:45;;
SBSG;SBGR;18:25;22:05;03:40;;
SBSG;SBGL;17:30;20:45;03:15;;
SBSG;SAEZ;03:40;09:30;05:50;;
SBSG;SBGR;05:00;08:20;03:20;;
SBSG;SBGR;12:30;16:05;03:35;;
SBSG;SABE;13:40;19:20;05:40;;
SBSG;SBSP;16:35;20:05;03:30;;
SBSG;SBSP;18:15;21:45;03:30;;
SBSG;SBBR;04:45;07:35;02:50;;
SBSG;SBGR;05:10;08:30;03:20;;
SBSG;SBGL;06:45;10:00;03:15;;
SBSG;SBGR;12:20;15:50;03:30;;
SBSG;SBGR;12:40;16:10;03:30;;
SBSG;SBGR;05:05;08:25;03:20;;
SBSG;SBGR;12:35;16:05;03:30;;
SBSG;SBGR;04:55;08:15;03:20;;
SBSG;SBGR;18:40;22:20;03:40;;
SBSG;SBGR;18:20;22:05;03:45;;
SBSI;SBGR;12:20;15:00;02:40;;
SBSI;SBGR;12:15;14:55;02:40;;
SBSI;SBGR;16:45;19:25;02:40;;
SBSI;SBGR;12:25;14:55;02:30;;
SBSI;SBGR;12:30;15:00;02:30;;
SBSJ;SBGL;19:50;20:55;01:05;;
SBSL;SBBR;17:35;20:05;02:30;;
SBSL;SBSV;11:45;14:00;02:15;;
SBSL;SBGR;18:30;21:55;03:25;;
SBSL;SBBE;20:30;21:35;01:05;;
SBSL;SBSV;11:50;14:05;02:15;;
SBSN;SBEG;14:45;16:05;01:20;;
SBSN;SBEG;14:35;15:55;01:20;;
SBSP;SBRJ;08:00;09:05;01:05;;
SBSP;SBRF;09:00;12:15;03:15;;
SBSP;SBBR;09:30;11:20;01:50;;
SBSP;SBCF;09:55;11:20;01:25;;
SBSP;SBRJ;10:00;11:05;01:05;;
SBSP;SBFZ;10:05;13:35;03:30;;
SBSP;SBFL;10:15;11:30;01:15;;
SBSP;SBPS;10:30;12:30;02:00;;
SBSP;SBCG;10:45;12:35;01:50;;
SBSP;SBRJ;10:45;11:50;01:05;;
SBSP;SBSV;11:05;13:35;02:30;;
SBSP;SBZM;11:10;12:25;01:15;;
SBSP;SBFI;11:20;13:10;01:50;;
SBSP;SBRP;11:25;12:35;01:10;;
SBSP;SBCX;11:30;13:10;01:40;;
SBSP;SBAU;11:40;13:00;01:20;;
SBSP;SBRJ;11:45;12:50;01:05;;
SBSP;SBJV;11:50;12:55;01:05;;
SBSP;SBCF;11:55;13:20;01:25;;
SBSP;SBRJ;12:15;13:20;01:05;;
SBSP;SBLO;12:25;13:45;01:20;;
SBSP;SBDN;12:30;13:50;01:20;;
SBSP;SBMG;12:55;14:20;01:25;;
SBSP;SBCH;13:00;14:35;01:35;;
SBSP;SBUL;13:05;14:20;01:15;;
SBSP;SBCG;13:10;15:05;01:55;;
SBSP;SBVT;13:15;14:55;01:40;;
SBSP;SBFL;13:30;14:50;01:20;;
SBSP;SBNF;13:45;14:50;01:05;;
SBSP;SBIL;13:55;16:10;02:15;;
SBSP;SBPA;14:00;15:50;01:50;;
SBSP;SBRJ;14:00;15:05;01:05;;
SBSP;SBSR;14:05;15:20;01:15;;
SBSP;SBSV;14:15;16:35;02:20;;
SBSP;SBMO;14:30;17:30;03:00;;
SBSP;SBRJ;14:40;15:45;01:05;;
SBSP;SBRF;14:50;18:05;03:15;;
SBSP;SBFL;14:55;16:10;01:15;;
SBSP;SBRJ;15:10;16:15;01:05;;
SBSP;SBPA;15:20;17:10;01:50;;
SBSP;SBSV;15:25;17:55;02:30;;
SBSP;SBGO;15:35;17:20;01:45;;
SBSP;SBMO;15:40;18:40;03:00;;
SBSP;SBRJ;15:40;16:45;01:05;;
SBSP;SBNF;16:05;17:20;01:15;;
SBSP;SBCF;16:10;17:35;01:25;;
SBSP;SBRJ;16:15;17:20;01:05;;
SBSP;SBCT;16:25;17:30;01:05;;
SBSP;SBGO;16:45;18:30;01:45;;
SBSP;SBRJ;16:45;17:50;01:05;;
SBSP;SBBR;17:15;19:05;01:50;;
SBSP;SBRJ;17:35;18:40;01:05;;
SBSP;SBCT;17:45;18:50;01:05;;
SBSP;SBBR;18:00;19:50;01:50;;
SBSP;SBCF;18:00;19:25;01:25;;
SBSP;SBFL;18:15;19:35;01:20;;
SBSP;SBPA;18:20;20:10;01:50;;
SBSP;SBRJ;18:25;19:30;01:05;;
SBSP;SBGL;18:30;19:45;01:15;;
SBSP;SBRF;18:30;21:45;03:15;;
SBSP;SBRJ;18:55;20:00;01:05;;
SBSP;SBFL;19:05;20:25;01:20;;
SBSP;SBCT;19:10;20:15;01:05;;
SBSP;SBPA;19:25;21:15;01:50;;
SBSP;SBBR;19:35;21:25;01:50;;
SBSP;SBSV;19:40;22:05;02:25;;
SBSP;SBRF;19:55;23:15;03:20;;
SBSP;SBRJ;20:10;21:15;01:05;;
SBSP;SBFZ;20:20;23:55;03:35;;
SBSP;SBSV;20:25;22:50;02:25;;
SBSP;SBVT;20:40;22:20;01:40;;
SBSP;SBMO;21:00;00:05;03:05;;
SBSP;SBGO;21:10;22:50;01:40;;
SBSP;SBSG;21:10;00:40;03:30;;
SBSP;SBSV;21:50;00:15;02:25;;
SBSP;SBBR;06:00;07:45;01:45;;
SBSP;SBAR;06:20;08:45;02:25;;
SBSP;SBBR;06:30;08:20;01:50;;
SBSP;SBGL;06:55;08:00;01:05;;
SBSP;SBFI;07:00;08:45;01:45;;
SBSP;SBPS;07:00;09:00;02:00;;
SBSP;SBNF;07:05;08:20;01:15;;
SBSP;SBRF;07:15;10:30;03:15;;
SBSP;SBSV;07:15;09:40;02:25;;
SBSP;SBRJ;07:25;08:35;01:10;;
SBSP;SBCT;08:00;09:10;01:10;;
SBSP;SBCF;08:15;09:40;01:25;;
SBSP;SBRJ;08:40;09:50;01:10;;
SBSP;SBRF;08:50;12:05;03:15;;
SBSP;SBSV;09:00;11:25;02:25;;
SBSP;SBFL;10:00;11:15;01:15;;
SBSP;SBRJ;10:05;11:10;01:05;;
SBSP;SBNF;10:15;11:30;01:15;;
SBSP;SBCN;11:10;12:45;01:35;;
SBSP;SBUR;11:10;12:25;01:15;;
SBSP;SBRJ;11:15;12:20;01:05;;
SBSP;SBDB;11:20;13:20;02:00;;
SBSP;SBSV;11:40;14:10;02:30;;
SBSP;SBRJ;13:00;14:05;01:05;;
SBSP;SBSV;16:10;18:40;02:30;;
SBSP;SBPA;16:50;18:40;01:50;;
SBSP;SBNF;17:25;18:40;01:15;;
SBSP;SBRJ;19:35;20:40;01:05;;
SBSP;SBGO;06:10;07:55;01:45;;
SBSP;SBSV;06:15;08:40;02:25;;
SBSP;SBPS;06:55;09:00;02:05;;
SBSP;SBFI;07:00;08:40;01:40;;
SBSP;SBCT;07:05;08:15;01:10;;
SBSP;SBPA;08:05;09:50;01:45;;
SBSP;SBNF;14:35;15:50;01:15;;
SBSP;SBCF;17:05;18:30;01:25;;
SBSP;SBFL;17:40;18:55;01:15;;
SBSP;SBAR;06:00;08:40;02:40;;
SBSP;SBFI;06:35;08:20;01:45;;
SBSP;SBRF;06:55;10:10;03:15;;
SBSP;SBSV;07:10;09:35;02:25;;
SBSP;SBGL;07:20;08:20;01:00;;
SBSP;SBRJ;07:30;08:40;01:10;;
SBSP;SBPA;07:35;09:20;01:45;;
SBSP;SBAR;08:40;11:20;02:40;;
SBSP;SBFZ;09:05;12:35;03:30;;
SBSP;SBMO;09:20;12:25;03:05;;
SBSP;SBBR;09:30;11:15;01:45;;
SBSP;SBPA;09:35;11:20;01:45;;
SBSP;SBNF;09:55;11:10;01:15;;
SBSP;SBCF;10:05;11:30;01:25;;
SBSP;SBRF;10:10;13:25;03:15;;
SBSP;SBSV;10:15;12:45;02:30;;
SBSP;SBFL;10:30;11:45;01:15;;
SBSP;SBDB;11:00;13:05;02:05;;
SBSP;SBFL;11:10;12:30;01:20;;
SBSP;SBBR;11:35;13:25;01:50;;
SBSP;SBJV;11:45;12:50;01:05;;
SBSP;SBMG;12:00;13:25;01:25;;
SBSP;SBSG;12:15;15:55;03:40;;
SBSP;SBFL;12:30;13:50;01:20;;
SBSP;SBFZ;12:40;16:10;03:30;;
SBSP;SBRJ;12:55;14:00;01:05;;
SBSP;SBCG;13:00;14:55;01:55;;
SBSP;SBPF;13:30;15:20;01:50;;
SBSP;SBFL;13:35;14:55;01:20;;
SBSP;SBSV;13:55;16:25;02:30;;
SBSP;SBJP;14:00;17:20;03:20;;
SBSP;SBCX;14:15;15:55;01:40;;
SBSP;SBSG;14:30;18:00;03:30;;
SBSP;SBRJ;14:45;15:50;01:05;;
SBSP;SBMO;15:00;18:00;03:00;;
SBSP;SBPA;15:45;17:35;01:50;;
SBSP;SBRJ;15:45;16:50;01:05;;
SBSP;SBFL;16:20;17:40;01:20;;
SBSP;SBIL;17:05;19:15;02:10;;
SBSP;SBCT;17:35;18:40;01:05;;
SBSP;SBCX;18:10;19:50;01:40;;
SBSP;SBNF;18:15;19:20;01:05;;
SBSP;SBFZ;19:25;22:55;03:30;;
SBSP;SBPS;20:05;22:00;01:55;;
SBSP;SBGL;06:45;07:50;01:05;;
SBSP;SBCT;07:55;09:05;01:10;;
SBSP;SBFZ;09:50;13:20;03:30;;
SBSP;SBNF;10:10;11:25;01:15;;
SBSP;SBCN;10:50;12:25;01:35;;
SBSP;SBLO;11:00;12:20;01:20;;
SBSP;SBRP;11:05;12:10;01:05;;
SBSP;SBDB;11:10;13:00;01:50;;
SBSP;SBCX;11:25;13:05;01:40;;
SBSP;SBFL;11:40;13:00;01:20;;
SBSP;SBUR;11:40;12:55;01:15;;
SBSP;SBCF;12:00;13:25;01:25;;
SBSP;SBDN;12:05;13:25;01:20;;
SBSP;SBMG;12:40;14:05;01:25;;
SBSP;SBNF;12:40;13:55;01:15;;
SBSP;SBCH;13:10;14:45;01:35;;
SBSP;SBUL;13:20;14:40;01:20;;
SBSP;SBCG;13:35;15:30;01:55;;
SBSP;SBVT;13:50;15:30;01:40;;
SBSP;SBPA;14:05;15:50;01:45;;
SBSP;SBIL;14:20;16:30;02:10;;
SBSP;SBMO;14:25;17:25;03:00;;
SBSP;SBNF;14:25;15:40;01:15;;
SBSP;SBRF;14:55;18:10;03:15;;
SBSP;SBCF;15:20;16:45;01:25;;
SBSP;SBPA;15:40;17:30;01:50;;
SBSP;SBNF;16:10;17:25;01:15;;
SBSP;SBCT;16:45;17:50;01:05;;
SBSP;SBPA;17:05;18:55;01:50;;
SBSP;SBCT;17:30;18:35;01:05;;
SBSP;SBFL;17:35;18:55;01:20;;
SBSP;SBPA;18:00;19:50;01:50;;
SBSP;SBGL;18:15;19:30;01:15;;
SBSP;SBCF;18:40;20:05;01:25;;
SBSP;SBRJ;18:50;19:55;01:05;;
SBSP;SBSV;19:55;22:20;02:25;;
SBSP;SBRF;20:05;23:25;03:20;;
SBSP;SBVT;20:10;21:50;01:40;;
SBSP;SBMO;20:40;23:40;03:00;;
SBSP;SBSV;21:55;00:20;02:25;;
SBSP;SBFL;07:45;09:10;01:25;;
SBSP;SBGO;09:20;11:05;01:45;;
SBSP;SBCT;10:40;11:45;01:05;;
SBSP;SBGL;18:35;19:50;01:15;;
SBSP;SBRF;09:05;12:20;03:15;;
SBSP;SBCN;10:40;12:10;01:30;;
SBSP;SBPF;10:45;12:35;01:50;;
SBSP;SBSV;11:05;13:30;02:25;;
SBSP;SBGL;06:30;07:35;01:05;;
SBSP;SBBR;06:40;08:30;01:50;;
SBSP;SBRJ;06:55;08:05;01:10;;
SBSP;SBCF;09:20;10:45;01:25;;
SBSP;SBNF;10:15;11:25;01:10;;
SBSP;SBZM;11:00;12:15;01:15;;
SBSP;SBGL;18:40;19:55;01:15;;
SBSP;SBJP;21:05;00:25;03:20;;
SBSP;SBPS;13:50;16:00;02:10;;
SBSP;SBSV;20:30;22:55;02:25;;
SBSP;SBRJ;06:40;07:45;01:05;;
SBSP;SBCF;08:00;09:25;01:25;;
SBSP;SBFL;08:30;09:55;01:25;;
SBSP;SBCT;10:35;11:40;01:05;;
SBSP;SBPS;10:55;13:00;02:05;;
SBSP;SBFL;11:10;12:25;01:15;;
SBSP;SBGL;11:10;12:25;01:15;;
SBSP;SBGO;16:05;17:55;01:50;;
SBSP;SBJP;21:00;00:20;03:20;;
SBSP;SBPA;14:00;15:45;01:45;;
SBSP;SBPS;14:00;16:00;02:00;;
SBSP;SBNF;14:35;15:55;01:20;;
SBSP;SBFI;06:55;08:40;01:45;;
SBSP;SBFL;08:00;09:25;01:25;;
SBSP;SBGL;11:55;13:05;01:10;;
SBSP;SBUL;13:10;14:25;01:15;;
SBSP;SBPA;14:05;15:55;01:50;;
SBSP;SBCF;08:15;09:35;01:20;;
SBSP;SBCF;09:00;10:25;01:25;;
SBSP;SBGO;21:10;23:00;01:50;;
SBSP;SBFI;06:40;08:25;01:45;;
SBSP;SBRJ;06:55;08:00;01:05;;
SBSP;SBMK;16:00;17:50;01:50;;
SBSP;SBCF;06:55;08:20;01:25;;
SBSP;SBMO;14:40;17:40;03:00;;
SBSP;SBCN;10:40;12:15;01:35;;
SBSP;SBCT;16:50;17:55;01:05;;
SBSP;SBSG;21:20;00:50;03:30;;
SBSP;SBPA;15:20;17:15;01:55;;
SBSP;SBCF;16:40;18:05;01:25;;
SBSP;SBRJ;09:15;10:25;01:10;;
SBSP;SBSV;11:10;13:35;02:25;;
SBSP;SBRJ;08:05;09:10;01:05;;
SBSP;SBPA;08:15;10:00;01:45;;
SBSP;SBBR;19:30;21:20;01:50;;
SBSP;SBGL;11:50;13:00;01:10;;
SBSP;SBFL;16:30;17:45;01:15;;
SBSP;SBVT;08:45;10:20;01:35;;
SBSP;SBPA;09:35;11:25;01:50;;
SBSP;SBGL;11:05;12:15;01:10;;
SBSP;SBPA;09:05;10:50;01:45;;
SBSP;SBRP;10:50;11:55;01:05;;
SBSP;SBGL;11:25;12:35;01:10;;
SBSP;SBPA;14:00;15:55;01:55;;
SBSP;SBPA;15:40;17:35;01:55;;
SBSP;SBMK;16:05;17:50;01:45;;
SBSP;SBPA;09:05;10:55;01:50;;
SBSP;SBRF;18:10;21:25;03:15;;
SBSP;SBGL;06:40;07:45;01:05;;
SBSP;SBFL;17:45;19:00;01:15;;
SBSP;SBPA;09:15;10:55;01:40;;
SBSP;SBFL;14:30;15:45;01:15;;
SBSP;SBMO;14:55;18:00;03:05;;
SBSP;SBCF;07:50;09:15;01:25;;
SBSR;SBSP;16:10;17:25;01:15;;
SBSR;SBSP;16:15;17:30;01:15;;
SBSV;SBGR;10:00;12:30;02:30;;
SBSV;SBSP;10:25;13:00;02:35;;
SBSV;SBGL;11:40;13:50;02:10;;
SBSV;SBSP;12:05;14:45;02:40;;
SBSV;SBBR;14:10;16:10;02:00;;
SBSV;SBSP;14:30;17:05;02:35;;
SBSV;SBGL;14:55;17:05;02:10;;
SBSV;SBGO;15:50;17:55;02:05;;
SBSV;SBSP;17:20;19:55;02:35;;
SBSV;SBBR;17:35;19:35;02:00;;
SBSV;SBGR;18:10;20:35;02:25;;
SBSV;SBGL;18:50;20:55;02:05;;
SBSV;SBSP;19:20;21:55;02:35;;
SBSV;SBBR;22:50;00:50;02:00;;
SBSV;SBAR;23:50;00:40;00:50;;
SBSV;SBGR;05:40;08:05;02:25;;
SBSV;SBBR;06:00;08:00;02:00;;
SBSV;SBSP;06:00;08:40;02:40;;
SBSV;SBSP;09:25;12:05;02:40;;
SBSV;SBGL;11:35;13:40;02:05;;
SBSV;SBGR;12:10;14:40;02:30;;
SBSV;SBCF;13:30;15:05;01:35;;
SBSV;SBFZ;14:45;16:35;01:50;;
SBSV;SBMO;14:50;16:00;01:10;;
SBSV;SBSL;14:50;16:55;02:05;;
SBSV;SBRF;14:55;16:20;01:25;;
SBSV;SBSG;15:00;16:30;01:30;;
SBSV;SBJP;15:05;16:35;01:30;;
SBSV;SBVT;15:20;17:00;01:40;;
SBSV;SBGR;18:05;20:35;02:30;;
SBSV;SBBR;18:10;20:10;02:00;;
SBSV;SBCF;18:10;19:55;01:45;;
SBSV;SBPA;18:40;22:30;03:50;;
SBSV;SBSP;14:05;16:40;02:35;;
SBSV;SBCF;15:05;16:55;01:50;;
SBSV;SAEZ;15:30;20:10;04:40;;
SBSV;SBSP;18:35;21:05;02:30;;
SBSV;SBSP;09:20;12:00;02:40;;
SBSV;SBSP;10:15;12:50;02:35;;
SBSV;SBGR;11:25;14:00;02:35;;
SBSV;SBGR;12:00;14:30;02:30;;
SBSV;SBSL;14:40;16:55;02:15;;
SBSV;SBMO;14:45;15:55;01:10;;
SBSV;SBJP;14:50;16:20;01:30;;
SBSV;SBPS;15:30;16:30;01:00;;
SBSV;SABE;15:35;20:30;04:55;;
SBSV;SBSP;17:10;19:45;02:35;;
SBSV;SBBR;17:55;20:00;02:05;;
SBSV;SBGR;17:55;20:20;02:25;;
SBSV;SBBR;18:05;20:05;02:00;;
SBSV;SBGR;19:30;22:05;02:35;;
SBSV;SBVT;21:15;22:50;01:35;;
SBSV;SBGO;05:55;08:00;02:05;;
SBSV;SBGR;11:35;14:05;02:30;;
SBSV;SBSP;12:10;14:50;02:40;;
SBSV;SBBR;14:20;16:20;02:00;;
SBSV;SBSP;14:20;17:00;02:40;;
SBSV;SBSL;14:45;16:55;02:10;;
SBSV;SBFZ;14:50;16:40;01:50;;
SBSV;SBJP;14:55;16:25;01:30;;
SBSV;SBRF;15:00;16:25;01:25;;
SBSV;SBGR;18:00;20:35;02:35;;
SBSV;SBGR;11:10;13:45;02:35;;
SBSV;SBGR;18:15;20:35;02:20;;
SBSV;SBSP;06:35;09:15;02:40;;
SBSV;SBGL;10:55;13:05;02:10;;
SBSV;SBGR;11:30;14:00;02:30;;
SBSV;SBFZ;08:40;10:30;01:50;;
SBSV;SBFZ;08:00;09:50;01:50;;
SBSV;SBSP;07:00;09:40;02:40;;
SBSV;SBGL;11:20;13:30;02:10;;
SBSV;SBSL;14:40;16:50;02:10;;
SBSV;SBGR;17:45;20:20;02:35;;
SBSV;SBBR;18:00;20:00;02:00;;
SBSV;SBSP;10:30;13:05;02:35;;
SBSV;SBGL;11:25;13:35;02:10;;
SBSV;SBMO;14:40;15:50;01:10;;
SBSV;SBGL;11:30;13:40;02:10;;
SBSV;SBGL;11:45;13:55;02:10;;
SBSV;SBBR;23:00;01:00;02:00;;
SBSV;SBSP;05:05;07:35;02:30;;
SBSV;SBGL;11:05;13:15;02:10;;
SBSV;SBGR;10:50;13:25;02:35;;
SBSV;SBGR;18:15;20:40;02:25;;
SBTE;SBGR;21:00;00:05;03:05;;
SBTE;SBSL;21:55;22:50;00:55;;
SBUL;SBSP;15:00;16:20;01:20;;
SBUL;SBSP;15:20;16:40;01:20;;
SBUR;SBSP;13:05;14:25;01:20;;
SBUR;SBSP;13:35;14:55;01:20;;
SBVC;SBGR;06:25;08:20;01:55;;
SBVC;SBGR;06:25;08:30;02:05;;
SBVT;SBGL;09:00;10:10;01:10;;
SBVT;SBGR;11:05;12:40;01:35;;
SBVT;SBGL;12:45;13:55;01:10;;
SBVT;SBSP;16:10;17:55;01:45;;
SBVT;SBBR;18:10;20:00;01:50;;
SBVT;SBGL;18:25;19:35;01:10;;
SBVT;SBGR;18:45;20:25;01:40;;
SBVT;SBGL;19:45;21:00;01:15;;
SBVT;SBSP;06:30;08:15;01:45;;
SBVT;SBGL;08:50;10:00;01:10;;
SBVT;SBSV;11:40;13:15;01:35;;
SBVT;SBGR;18:00;19:40;01:40;;
SBVT;SBSP;06:25;08:10;01:45;;
SBVT;SBGR;09:10;10:40;01:30;;
SBVT;SBGR;11:10;12:45;01:35;;
SBVT;SBPS;11:20;12:30;01:10;;
SBVT;SBGL;13:25;14:35;01:10;;
SBVT;SBGL;18:05;19:15;01:10;;
SBVT;SBSV;19:00;20:35;01:35;;
SBVT;SBGR;19:35;21:15;01:40;;
SBVT;SBBR;18:00;19:50;01:50;;
SBVT;SBSP;11:00;12:45;01:45;;
SBVT;SBGL;13:20;14:30;01:10;;
SBVT;SBSV;23:20;00:55;01:35;;
SBVT;SBSP;06:25;08:15;01:50;;
SBVT;SBGL;22:50;23:50;01:00;;
SBVT;SBGL;18:35;19:45;01:10;;
SBVT;SBGR;11:20;12:55;01:35;;
SBVT;SBSP;15:55;17:40;01:45;;
SBZM;SBSP;13:05;14:25;01:20;;
SBZM;SBSP;12:55;14:15;01:20;;
SGAS;SBGR;12:30;14:30;02:00;;
SGAS;SBGR;17:40;19:40;02:00;;
SLVR;SBGR;13:25;16:25;03:00;;
SLVR;SBGR;04:55;08:05;03:10;;
SLVR;SBGR;05:10;08:05;02:55;;
SMJP;SBBE;15:40;17:30;01:50;;
SUMU;SBGR;13:15;15:50;02:35;;
TFFF;SBEG;19:00;22:05;03:05;;
